,Unnamed:0,price,totsp,floor,category,coupon,adress_m
605,605,98000.0,75.0,8.0,0,0,82
606,606,270000.0,130.0,3.0,0,1,73
607,607,83000.0,50.0,3.0,1,1,88
608,608,76990.0,65.0,1.0,1,1,88
609,609,173000.0,155.0,3.0,0,0,1
610,610,43000.0,68.0,11.0,0,0,14
611,611,550000.0,550.0,18.0,0,1,43
612,612,179000.0,92.0,9.0,0,1,49
613,613,90000.0,91.0,3.0,0,0,2
614,614,90500.0,50.0,5.0,0,0,81
615,615,82000.0,60.0,6.0,1,1,82
616,616,78000.0,45.0,16.0,0,0,88
617,617,130000.0,90.0,10.0,0,1,0
618,618,60000.0,42.0,7.0,1,0,88
619,619,120000.0,80.0,7.0,0,0,6
620,620,118000.0,85.0,9.0,0,0,75
621,621,100000.0,78.0,6.0,1,1,81
622,622,87000.0,75.0,2.0,1,1,81
623,623,125500.0,110.0,12.0,0,1,31
624,624,123000.0,70.0,6.0,1,1,19
625,625,119000.0,127.0,10.0,0,0,80
626,626,123000.0,88.0,9.0,0,0,27
627,627,140000.0,81.0,15.0,0,0,19
628,628,265000.0,136.0,16.0,0,1,49
629,629,98000.0,83.0,4.0,0,0,81
630,630,59000.0,55.0,19.0,0,0,13
631,631,125000.0,90.0,4.0,1,1,81
632,632,145000.0,91.0,19.0,0,1,49
633,633,77000.0,55.0,10.0,0,0,82
634,634,107000.0,74.0,16.0,0,0,0
635,635,160000.0,100.0,10.0,0,0,54
636,636,167500.0,134.0,16.0,0,0,75
637,637,450000.0,220.0,3.0,0,1,11
638,638,69000.0,60.0,2.0,0,0,78
639,639,110000.0,71.0,4.0,0,0,0
640,640,125000.0,113.0,2.0,0,0,0
641,641,49000.0,30.0,5.0,1,1,54
642,642,88000.0,78.0,18.0,0,0,82
643,643,249500.0,227.0,5.0,0,0,53
644,644,365000.0,164.0,10.0,0,1,16
645,645,135000.0,80.0,1.0,1,1,23
646,646,177500.0,142.0,13.0,0,0,75
647,647,122000.0,98.0,4.0,0,0,81
648,648,100000.0,82.0,6.0,1,1,72
649,649,116000.0,116.0,5.0,0,1,31
650,650,150000.0,90.0,1.0,1,1,4
651,651,185000.0,145.0,4.0,0,1,37
652,652,66500.0,55.0,2.0,1,1,19
653,653,164500.0,125.0,17.0,0,1,0
654,654,99000.0,86.0,12.0,0,1,77
655,655,308000.0,137.0,4.0,0,1,12
656,656,216000.0,120.0,3.0,0,0,12
657,657,235000.0,142.0,12.0,0,0,59
658,658,209000.0,100.0,11.0,0,0,27
659,659,220000.0,125.0,1.0,1,1,86
660,660,121000.0,97.0,16.0,0,0,75
661,661,209000.0,180.0,3.0,0,0,49
662,662,78000.0,56.0,11.0,0,0,82
663,663,115000.0,60.0,8.0,0,0,88
664,664,240000.0,132.0,12.0,0,0,47
665,665,277000.0,138.0,12.0,0,1,44
666,666,94000.0,65.0,5.0,0,1,82
667,667,110000.0,80.0,7.0,1,1,78
668,668,210000.0,130.0,7.0,0,1,37
669,669,250000.0,120.0,14.0,0,1,18
670,670,219000.0,150.0,12.0,0,1,16
671,671,190000.0,145.0,5.0,0,1,37
672,672,180000.0,110.0,7.0,0,1,88
673,673,65000.0,60.0,2.0,0,1,96
674,674,118000.0,70.0,7.0,1,1,81
675,675,102000.0,40.0,4.0,1,0,90
676,676,160000.0,125.0,9.0,0,1,37
677,677,258000.0,168.0,3.0,0,1,32
678,678,117000.0,91.0,6.0,0,1,81
679,679,117000.0,54.0,5.0,1,0,84
680,680,400000.0,140.0,3.0,1,1,66
681,681,175000.0,120.0,3.0,1,1,81
682,682,210000.0,114.0,17.0,0,0,88
683,683,72000.0,50.0,3.0,0,1,65
684,684,137000.0,126.0,3.0,1,1,82
685,685,270000.0,159.0,9.0,0,0,27
686,686,39000.0,33.0,2.0,1,0,72
687,687,350000.0,147.0,8.0,0,1,92
688,688,72000.0,57.0,11.0,0,1,65
689,689,135000.0,119.0,8.0,0,1,82
690,690,68000.0,70.0,5.0,1,1,45
691,691,121000.0,69.0,3.0,1,1,49
692,692,320000.0,174.0,9.0,0,1,24
693,693,111000.0,117.0,16.0,0,0,72
694,694,235000.0,80.0,2.0,1,1,18
695,695,110000.0,164.0,8.0,0,0,50
696,696,100000.0,70.0,12.0,0,0,13
697,697,175000.0,82.0,12.0,0,0,88
698,698,87000.0,75.0,5.0,0,1,33
699,699,162000.0,90.0,3.0,1,1,70
700,700,100000.0,75.0,2.0,0,1,77
701,701,88000.0,61.0,10.0,0,1,82
702,702,105000.0,103.0,9.0,0,0,82
703,703,165000.0,132.0,14.0,0,0,5
704,704,100000.0,75.0,5.0,1,1,37
705,705,68000.0,60.0,2.0,1,1,65
706,706,255000.0,197.0,10.0,0,0,92
707,707,51000.0,40.0,1.0,1,1,37
708,708,116000.0,75.0,2.0,1,1,29
709,709,70000.0,65.0,5.0,0,1,54
710,710,90000.0,65.0,3.0,1,1,6
711,711,105000.0,72.0,6.0,0,0,0
712,712,238000.0,160.0,8.0,0,1,44
713,713,510000.0,85.0,7.0,0,1,21
714,714,141000.0,89.0,12.0,0,1,0
715,715,56000.0,32.0,5.0,1,1,37
716,716,73000.0,55.0,2.0,1,1,5
717,717,68000.0,105.0,4.0,0,0,2
718,718,210000.0,134.0,4.0,0,1,19
719,719,77000.0,45.0,5.0,1,1,50
720,720,70000.0,58.0,4.0,1,1,37
721,721,125000.0,74.0,13.0,0,0,81
722,722,125000.0,100.0,5.0,1,1,48
723,723,125000.0,100.0,2.0,0,1,88
724,724,235000.0,135.0,14.0,0,1,16
725,725,93000.0,71.0,5.0,1,1,88
726,726,110000.0,45.0,7.0,0,1,12
727,727,190000.0,85.0,3.0,0,1,92
728,728,210000.0,85.0,2.0,1,1,36
729,729,129000.0,116.0,5.0,0,0,54
730,730,295000.0,70.0,3.0,1,1,79
731,731,124000.0,138.0,7.0,0,0,6
732,732,165000.0,135.0,5.0,0,1,5
733,733,46000.0,26.0,1.0,1,1,37
734,734,90000.0,71.0,4.0,1,1,81
735,735,133000.0,125.0,3.0,0,1,19
736,736,210000.0,240.0,14.0,0,1,31
737,737,107000.0,133.0,5.0,0,0,32
738,738,100000.0,50.0,15.0,0,0,27
739,739,68000.0,48.0,3.0,1,1,30
740,740,311000.0,110.0,2.0,1,1,41
741,741,130000.0,120.0,4.0,1,1,19
742,742,85000.0,52.0,11.0,0,1,19
743,743,107000.0,70.0,2.0,1,1,70
744,744,65000.0,60.0,8.0,1,1,80
745,745,95000.0,65.0,1.0,1,1,88
746,746,84000.0,55.0,7.0,0,1,19
747,747,59000.0,36.0,4.0,1,1,37
748,748,168000.0,140.0,14.0,0,0,92
749,749,78000.0,55.0,2.0,1,1,82
750,750,350000.0,150.0,6.0,0,1,92
751,751,127000.0,110.0,3.0,1,1,85
752,752,260000.0,130.0,10.0,0,1,13
753,753,140000.0,70.0,12.0,0,0,92
754,754,120000.0,65.0,6.0,1,1,19
755,755,110000.0,100.0,7.0,1,1,78
756,756,63000.0,52.0,7.0,0,0,31
757,757,22500.0,38.0,2.0,0,0,2
758,758,120000.0,110.0,4.0,0,0,80
759,759,195000.0,128.0,15.0,0,1,0
760,760,125000.0,85.0,2.0,1,1,67
761,761,100000.0,80.0,4.0,1,1,59
762,762,122000.0,84.0,4.0,0,1,80
763,763,265000.0,164.0,4.0,0,1,44
764,764,125000.0,53.0,3.0,1,1,27
765,765,159000.0,94.0,6.0,0,0,12
766,766,65000.0,60.0,8.0,1,1,42
767,767,320000.0,146.0,5.0,0,0,49
768,768,178000.0,92.0,13.0,0,1,34
769,769,250000.0,135.0,2.0,0,0,27
770,770,159000.0,62.0,6.0,1,1,66
771,771,98000.0,95.0,13.0,0,1,72
772,772,158000.0,147.0,5.0,0,1,31
773,773,270000.0,170.0,10.0,0,0,0
774,774,78000.0,64.0,7.0,0,0,31
775,775,260000.0,130.0,6.0,0,1,0
776,776,64000.0,60.0,8.0,1,1,80
777,777,90000.0,70.0,2.0,1,1,37
778,778,135000.0,118.0,17.0,0,0,82
779,779,510000.0,230.0,15.0,0,1,30
780,780,109000.0,50.0,4.0,1,1,87
781,781,104000.0,100.0,6.0,0,0,85
782,782,225000.0,110.0,2.0,1,1,41
783,783,220000.0,230.0,15.0,0,1,92
784,784,96000.0,85.0,9.0,0,0,78
785,785,174000.0,87.0,15.0,0,1,49
786,786,180000.0,95.0,12.0,0,0,49
787,787,75000.0,50.0,4.0,1,1,37
788,788,58000.0,39.0,2.0,1,1,59
789,789,125000.0,100.0,3.0,1,1,37
790,790,100000.0,50.0,15.0,0,0,81
791,791,108000.0,73.0,8.0,1,1,45
792,792,309000.0,145.0,10.0,0,1,92
793,793,67000.0,43.0,3.0,1,1,72
794,794,127600.0,134.0,4.0,0,0,72
795,795,240000.0,138.0,12.0,0,0,47
796,796,170000.0,75.0,11.0,0,1,87
797,797,140000.0,75.0,7.0,0,0,88
798,798,208000.0,158.0,10.0,0,1,1
799,799,175000.0,112.0,15.0,0,0,26
800,800,190000.0,80.0,2.0,1,1,21
801,801,113000.0,103.0,11.0,0,0,82
802,802,115000.0,70.0,10.0,0,0,29
803,803,630000.0,280.0,4.0,0,1,15
804,804,120000.0,121.0,12.0,0,0,82
805,805,130000.0,80.0,6.0,1,1,24
806,806,178000.0,100.0,2.0,1,1,49
807,807,106000.0,69.0,15.0,0,0,75
808,808,150000.0,85.0,10.0,0,1,49
809,809,99000.0,107.0,10.0,0,1,37
810,810,175000.0,120.0,2.0,1,1,74
811,811,374400.0,156.0,8.0,0,0,87
812,812,78000.0,62.0,7.0,0,0,82
813,813,175000.0,137.0,9.0,0,1,0
814,814,100000.0,65.0,10.0,0,0,55
815,815,190000.0,155.0,11.0,0,0,92
816,816,330000.0,170.0,9.0,0,0,81
817,817,105000.0,100.0,6.0,1,1,77
818,818,175000.0,86.0,15.0,0,1,49
819,819,145000.0,142.0,6.0,0,0,88
820,820,108750.0,145.0,5.0,0,0,45
821,821,270000.0,172.0,3.0,0,1,14
822,822,520000.0,254.0,7.0,0,1,27
823,823,90000.0,80.0,17.0,0,0,82
824,824,155000.0,101.0,12.0,0,1,0
825,825,229000.0,166.0,5.0,0,1,0
826,826,98000.0,76.0,14.0,0,0,82
827,827,95000.0,86.0,17.0,0,1,82
828,828,110000.0,65.0,2.0,1,1,6
829,829,93000.0,62.0,8.0,1,1,54
830,830,52000.0,72.0,3.0,0,0,2
831,831,140000.0,110.0,14.0,0,0,88
832,832,220000.0,114.0,14.0,0,0,88
833,833,146000.0,133.0,9.0,0,0,6
834,834,145000.0,118.0,11.0,0,0,14
835,835,195000.0,150.0,16.0,0,0,85
836,836,83000.0,45.0,5.0,1,1,87
837,837,125000.0,65.0,4.0,1,1,49
838,838,170000.0,100.0,11.0,0,1,0
839,839,240000.0,160.0,3.0,0,1,24
840,840,270000.0,185.0,11.0,0,1,53
841,841,82000.0,83.0,10.0,0,0,82
842,842,175000.0,92.0,9.0,0,1,49
843,843,561000.0,255.0,15.0,0,0,81
844,844,500000.0,500.0,20.0,0,0,75
845,845,320000.0,100.0,2.0,1,1,22
846,846,260000.0,141.0,16.0,0,0,88
847,847,90000.0,56.0,5.0,1,0,82
848,848,570000.0,170.0,11.0,0,1,9
849,849,127000.0,78.0,14.0,0,0,14
850,850,235000.0,143.0,2.0,0,1,12
851,851,470000.0,212.0,8.0,0,1,90
852,852,145000.0,103.0,15.0,0,0,59
853,853,400000.0,240.0,10.0,0,0,75
854,854,75000.0,61.0,8.0,0,0,80
855,855,85000.0,50.0,5.0,1,1,87
856,856,105000.0,55.0,16.0,0,0,92
857,857,139000.0,80.0,14.0,0,1,88
858,858,95000.0,60.0,1.0,1,0,88
859,859,156000.0,175.0,8.0,0,0,37
860,860,155000.0,111.0,6.0,1,1,86
861,861,150000.0,70.0,3.0,1,1,8
862,862,117000.0,80.0,2.0,1,1,19
863,863,73000.0,55.0,2.0,0,0,82
864,864,115000.0,56.0,3.0,1,1,23
865,865,67000.0,56.0,2.0,0,1,80
866,866,122000.0,80.0,18.0,0,0,82
867,867,93000.0,60.0,7.0,1,1,37
868,868,125000.0,105.0,8.0,0,1,37
869,869,180000.0,85.0,9.0,1,1,94
870,870,137000.0,127.0,9.0,0,0,82
871,871,158000.0,147.0,5.0,0,1,31
872,872,211000.0,160.0,7.0,0,1,21
873,873,110000.0,110.0,16.0,0,0,82
874,874,103000.0,102.0,17.0,0,0,82
875,875,72000.0,50.0,4.0,1,1,37
876,876,115000.0,115.0,10.0,0,0,45
877,877,160000.0,118.0,10.0,0,0,59
878,878,84000.0,65.0,5.0,1,1,29
879,879,350000.0,110.0,5.0,1,1,25
880,880,158000.0,90.0,16.0,0,1,49
881,881,175000.0,87.0,15.0,0,1,49
882,882,131000.0,150.0,2.0,0,1,82
883,883,73000.0,80.0,8.0,0,0,82
884,884,102000.0,72.0,6.0,1,1,81
885,885,17800.0,39.0,7.0,0,0,2
886,886,105000.0,70.0,8.0,1,1,19
887,887,260000.0,145.0,10.0,0,0,49
888,888,78000.0,40.0,9.0,1,1,23
889,889,75000.0,98.0,17.0,0,0,19
890,890,357000.0,285.0,11.0,0,0,23
891,891,115000.0,70.0,14.0,0,1,5
892,892,110000.0,80.0,7.0,1,1,82
893,893,120000.0,78.0,8.0,0,0,19
894,894,130000.0,80.0,8.0,0,0,19
895,895,135000.0,135.0,8.0,0,0,19
896,896,72000.0,45.0,4.0,1,1,81
897,897,140000.0,108.0,8.0,0,0,81
898,898,91000.0,65.0,4.0,1,1,29
899,899,217000.0,135.0,19.0,0,1,13
900,900,97000.0,60.0,1.0,1,1,6
901,901,85000.0,58.0,5.0,0,0,82
902,902,232000.0,184.0,11.0,0,0,76
903,903,214000.0,130.0,15.0,0,0,0
904,904,125000.0,75.0,9.0,1,1,14
905,905,295000.0,200.0,10.0,0,1,44
906,906,420000.0,200.0,6.0,0,1,27
907,907,100000.0,62.0,6.0,0,0,14
908,908,70000.0,43.0,5.0,1,1,37
909,909,400000.0,196.0,12.0,0,1,1
910,910,165000.0,144.0,8.0,0,1,80
911,911,105000.0,70.0,2.0,1,1,27
912,912,285000.0,165.0,14.0,0,0,47
913,913,135000.0,90.0,17.0,0,1,0
914,914,170000.0,96.0,4.0,1,1,65
915,915,700000.0,240.0,10.0,0,1,62
916,916,96000.0,97.0,8.0,0,0,80
917,917,98000.0,52.0,5.0,1,1,34
918,918,92000.0,53.0,8.0,0,1,82
919,919,98000.0,76.0,15.0,0,0,88
920,920,117000.0,105.0,3.0,0,0,88
921,921,258000.0,129.0,6.0,0,1,27
922,922,350000.0,185.0,8.0,0,0,27
923,923,135000.0,65.0,4.0,1,1,70
924,924,130000.0,122.0,6.0,0,0,37
925,925,165000.0,110.0,2.0,0,1,88
926,926,315000.0,200.0,8.0,0,0,53
927,927,120000.0,116.0,15.0,0,0,31
928,928,513000.0,270.0,11.0,0,0,73
929,929,120000.0,70.0,8.0,1,1,69
930,930,95000.0,78.0,6.0,0,0,78
931,931,149000.0,115.0,13.0,0,1,31
932,932,185000.0,156.0,8.0,0,1,92
933,933,68000.0,45.0,4.0,1,1,37
934,934,159000.0,82.0,7.0,0,0,75
935,935,278000.0,126.0,10.0,0,0,81
936,936,140000.0,85.0,19.0,0,1,92
937,937,680000.0,220.0,8.0,0,1,21
938,938,250000.0,181.0,3.0,0,1,81
939,939,160000.0,86.0,7.0,0,1,95
940,940,101000.0,61.0,12.0,0,0,92
941,941,128000.0,111.0,16.0,0,0,92
942,942,62000.0,31.0,2.0,1,1,83
943,943,158000.0,120.0,13.0,0,1,96
944,944,250000.0,192.0,14.0,0,1,81
945,945,280000.0,95.0,12.0,0,0,92
946,946,230000.0,130.0,14.0,0,1,49
947,947,138000.0,100.0,6.0,1,1,88
948,948,299000.0,140.0,6.0,0,1,87
949,949,160000.0,96.0,15.0,0,0,50
950,950,77000.0,78.0,13.0,0,0,82
951,951,80000.0,47.0,4.0,1,1,88
952,952,160000.0,94.0,2.0,0,0,12
953,953,190000.0,123.0,7.0,0,0,12
954,954,30000.0,57.0,2.0,0,0,2
955,955,150000.0,90.0,16.0,0,0,88
956,956,91000.0,65.0,4.0,1,1,59
957,957,225000.0,150.0,10.0,0,1,27
958,958,99000.0,105.0,2.0,1,1,77
959,959,210000.0,126.0,17.0,0,1,92
960,960,135000.0,95.0,11.0,0,0,82
961,961,194000.0,135.0,16.0,0,1,19
962,962,135000.0,119.0,17.0,0,0,82
963,963,78000.0,46.0,16.0,0,0,88
964,964,133000.0,121.0,2.0,0,1,19
965,965,187000.0,57.0,2.0,1,1,58
966,966,78500.0,45.0,2.0,1,0,57
967,967,215000.0,160.0,11.0,0,1,92
968,968,110000.0,94.0,4.0,0,0,82
969,969,210000.0,115.0,17.0,0,1,49
970,970,330000.0,158.0,11.0,0,1,27
971,971,177000.0,99.0,10.0,0,0,83
972,972,64000.0,75.0,11.0,0,0,75
973,973,142000.0,118.0,9.0,0,1,82
974,974,70000.0,35.0,12.0,0,0,59
975,975,98000.0,97.0,11.0,0,0,81
976,976,110000.0,80.0,9.0,0,1,31
977,977,66000.0,46.0,5.0,1,1,81
978,978,150000.0,100.0,8.0,1,1,14
979,979,129000.0,138.0,7.0,0,0,96
980,980,57500.0,32.0,2.0,1,1,59
981,981,102000.0,78.0,11.0,0,0,82
982,982,270000.0,185.0,3.0,0,1,37
983,983,195000.0,193.0,20.0,0,0,49
984,984,250000.0,160.0,2.0,1,1,28
985,985,100000.0,90.0,2.0,1,1,31
986,986,190000.0,100.0,4.0,0,1,75
987,987,86000.0,58.0,3.0,0,1,49
988,988,130000.0,80.0,3.0,1,1,29
989,989,200000.0,160.0,12.0,0,1,6
990,990,190000.0,130.0,4.0,1,1,25
991,991,149000.0,96.0,10.0,0,1,23
992,992,147000.0,120.0,2.0,0,1,77
993,993,182000.0,145.0,12.0,0,1,37
994,994,84000.0,57.0,3.0,0,1,49
995,995,275000.0,170.0,10.0,0,1,9
996,996,84000.0,84.0,4.0,0,0,77
997,997,155000.0,125.0,18.0,0,1,37
998,998,117000.0,110.0,19.0,0,0,82
999,999,235000.0,96.0,9.0,0,1,21
1000,1000,360000.0,150.0,8.0,0,1,19
1001,1001,108000.0,70.0,6.0,0,1,81
1002,1002,298000.0,181.0,7.0,0,0,34
1003,1003,77000.0,65.0,12.0,0,0,82
1004,1004,116000.0,85.0,16.0,0,1,96
1005,1005,107000.0,90.0,6.0,0,0,82
1006,1006,89000.0,80.0,20.0,0,0,82
1007,1007,360000.0,180.0,18.0,0,1,67
1008,1008,128000.0,125.0,10.0,0,0,6
1009,1009,178000.0,100.0,6.0,1,1,5
1010,1010,85000.0,48.0,4.0,1,1,1
1011,1011,200000.0,80.0,7.0,0,1,88
1012,1012,150000.0,121.0,5.0,0,0,31
1013,1013,70000.0,80.0,1.0,1,1,60
1014,1014,58000.0,45.0,7.0,1,1,82
1015,1015,38500.0,42.0,3.0,0,0,2
1016,1016,59000.0,72.0,2.0,0,0,2
1017,1017,155000.0,141.0,11.0,0,0,59
1018,1018,105000.0,50.0,2.0,1,1,29
1019,1019,277000.0,163.0,11.0,0,0,30
1020,1020,185000.0,203.0,16.0,0,0,77
1021,1021,75500.0,86.0,13.0,0,0,14
1022,1022,137000.0,70.0,5.0,0,0,76
1023,1023,130000.0,87.0,5.0,0,0,27
1024,1024,85000.0,70.0,5.0,0,0,5
1025,1025,170000.0,108.0,5.0,0,1,30
1026,1026,107000.0,72.0,2.0,1,1,81
1027,1027,98500.0,123.0,13.0,0,0,82
1028,1028,127000.0,95.0,10.0,0,1,54
1029,1029,350000.0,320.0,1.0,0,1,21
1030,1030,238000.0,140.0,7.0,0,1,27
1031,1031,338000.0,154.0,18.0,0,0,81
1032,1032,123000.0,106.0,10.0,0,0,82
1033,1033,280000.0,170.0,7.0,0,1,0
1034,1034,105000.0,95.0,6.0,0,0,0
1035,1035,51500.0,92.0,7.0,0,0,2
1036,1036,155000.0,100.0,12.0,0,1,0
1037,1037,195000.0,170.0,4.0,0,0,92
1038,1038,65000.0,50.0,5.0,1,1,37
1039,1039,255000.0,140.0,14.0,0,0,0
1040,1040,125000.0,85.0,8.0,1,1,5
1041,1041,58000.0,42.0,7.0,1,1,82
1042,1042,99000.0,120.0,5.0,1,1,71
1043,1043,127000.0,71.0,3.0,1,1,72
1044,1044,110000.0,59.0,3.0,0,0,12
1045,1045,74000.0,53.0,2.0,1,1,19
1046,1046,175000.0,120.0,5.0,0,0,27
1047,1047,90000.0,54.0,2.0,1,1,29
1048,1048,350000.0,141.0,6.0,0,0,92
1049,1049,182000.0,155.0,6.0,0,0,92
1050,1050,212000.0,160.0,7.0,0,1,21
1051,1051,205000.0,170.0,7.0,0,0,92
1052,1052,125000.0,115.0,15.0,0,0,82
1053,1053,198000.0,115.0,3.0,0,1,92
1054,1054,400000.0,240.0,10.0,0,0,75
1055,1055,167500.0,134.0,16.0,0,0,44
1056,1056,700000.0,181.0,18.0,0,1,92
1057,1057,126500.0,95.0,5.0,0,0,19
1058,1058,35000.0,39.0,9.0,0,0,31
1059,1059,295000.0,125.0,3.0,0,0,12
1060,1060,75000.0,60.0,9.0,1,1,6
1061,1061,180000.0,122.0,14.0,0,1,49
1062,1062,105000.0,50.0,2.0,0,1,29
1063,1063,222000.0,190.0,8.0,0,1,37
1064,1064,210000.0,125.0,9.0,0,0,92
1065,1065,130000.0,103.0,16.0,0,1,48
1066,1066,135000.0,75.0,8.0,1,0,44
1067,1067,94000.0,52.0,8.0,1,1,54
1068,1068,155000.0,102.0,10.0,0,0,27
1069,1069,125000.0,70.0,6.0,1,1,11
1070,1070,270000.0,184.0,11.0,0,1,53
1071,1071,120000.0,110.0,2.0,1,1,19
1072,1072,78000.0,105.0,17.0,0,0,88
1073,1073,123000.0,80.0,9.0,1,1,88
1074,1074,100000.0,60.0,5.0,1,1,67
1075,1075,175000.0,100.0,3.0,1,1,49
1076,1076,69000.0,30.0,3.0,1,1,29
1077,1077,62000.0,35.0,2.0,1,1,5
1078,1078,58000.0,30.0,4.0,1,1,88
1079,1079,575000.0,210.0,11.0,0,1,4
1080,1080,193000.0,84.0,7.0,0,1,92
1081,1081,135000.0,85.0,3.0,1,1,67
1082,1082,120000.0,85.0,11.0,0,1,96
1083,1083,149000.0,154.0,15.0,0,0,53
1084,1084,430000.0,116.0,3.0,1,1,28
1085,1085,145000.0,100.0,7.0,0,1,88
1086,1086,143000.0,145.0,9.0,0,0,45
1087,1087,145000.0,97.0,6.0,0,0,50
1088,1088,123000.0,110.0,2.0,1,1,82
1089,1089,45000.0,31.0,5.0,1,1,45
1090,1090,60000.0,30.0,4.0,1,1,88
1091,1091,335000.0,164.0,17.0,0,1,64
1092,1092,182500.0,156.0,7.0,0,0,27
1093,1093,78000.0,80.0,12.0,0,0,88
1094,1094,110000.0,57.0,3.0,1,1,21
1095,1095,135000.0,72.0,1.0,0,1,0
1096,1096,1500000.0,400.0,13.0,0,1,73
1097,1097,112000.0,85.0,3.0,1,1,37
1098,1098,57600.0,57.0,5.0,0,0,82
1099,1099,160000.0,90.0,3.0,1,1,92
1100,1100,175000.0,90.0,2.0,1,1,92
1101,1101,165000.0,120.0,16.0,0,0,80
1102,1102,135000.0,76.0,18.0,0,0,88
1103,1103,170000.0,92.0,5.0,0,0,92
1104,1104,105000.0,84.0,3.0,0,1,19
1105,1105,167000.0,110.0,7.0,0,1,82
1106,1106,360000.0,167.0,15.0,0,1,40
1107,1107,155000.0,100.0,3.0,1,1,51
1108,1108,170000.0,100.0,2.0,1,1,21
1109,1109,200000.0,90.0,3.0,0,1,49
1110,1110,75000.0,45.0,3.0,1,1,37
1111,1111,130000.0,80.0,5.0,1,1,92
1112,1112,77000.0,50.0,3.0,1,1,88
1113,1113,390000.0,313.0,3.0,0,0,49
1114,1114,158000.0,87.0,8.0,0,0,73
1115,1115,200000.0,130.0,15.0,0,1,0
1116,1116,120000.0,74.0,4.0,0,1,6
1117,1117,200000.0,96.0,5.0,0,1,21
1118,1118,82500.0,110.0,6.0,0,0,82
1119,1119,88000.0,60.0,8.0,1,1,19
1120,1120,52000.0,65.0,10.0,0,0,82
1121,1121,71000.0,50.0,3.0,1,1,6
1122,1122,382700.0,231.0,4.0,0,0,34
1123,1123,215000.0,97.0,5.0,0,1,63
1124,1124,298000.0,181.0,7.0,0,0,34
1125,1125,75000.0,74.0,3.0,0,0,2
1126,1126,95000.0,74.0,12.0,0,0,31
1127,1127,175000.0,120.0,10.0,0,1,80
1128,1128,150000.0,125.0,16.0,0,1,0
1129,1129,132500.0,110.0,5.0,0,0,76
1130,1130,40000.0,28.0,1.0,1,1,19
1131,1131,750000.0,270.0,2.0,1,1,10
1132,1132,40000.0,48.0,10.0,0,0,2
1133,1133,68000.0,45.0,4.0,1,1,37
1134,1134,89500.0,60.0,10.0,0,1,88
1135,1135,74000.0,41.0,3.0,1,1,37
1136,1136,400000.0,240.0,10.0,0,0,29
1137,1137,82000.0,42.0,6.0,1,1,11
1138,1138,530000.0,112.0,4.0,1,1,66
1139,1139,64000.0,65.0,4.0,1,1,71
1140,1140,210000.0,138.0,14.0,0,1,0
1141,1141,102000.0,55.0,2.0,0,1,88
1142,1142,75000.0,50.0,3.0,1,1,37
1143,1143,280000.0,96.0,4.0,1,1,41
1144,1144,80000.0,94.0,10.0,0,0,82
1145,1145,83500.0,85.0,3.0,1,1,82
1146,1146,133000.0,121.0,2.0,0,1,37
1147,1147,135000.0,60.0,4.0,1,1,70
1148,1148,75000.0,45.0,5.0,1,1,70
1149,1149,310000.0,110.0,2.0,1,1,41
1150,1150,85000.0,80.0,7.0,1,1,88
1151,1151,120000.0,85.0,11.0,0,1,96
1152,1152,170000.0,116.0,9.0,0,1,82
1153,1153,278000.0,120.0,2.0,1,1,81
1154,1154,141000.0,141.0,5.0,0,0,81
1155,1155,355000.0,200.0,22.0,0,1,27
1156,1156,350000.0,100.0,3.0,1,1,43
1157,1157,660000.0,206.0,11.0,0,1,95
1158,1158,50000.0,36.0,2.0,1,1,19
1159,1159,360000.0,150.0,3.0,1,1,41
1160,1160,180000.0,144.0,9.0,0,1,0
1161,1161,110000.0,65.0,2.0,0,1,29
1162,1162,255000.0,145.0,7.0,0,1,34
1163,1163,145000.0,100.0,4.0,1,1,19
1164,1164,125000.0,112.0,10.0,0,0,75
1165,1165,175000.0,119.0,14.0,0,1,95
1166,1166,120000.0,80.0,1.0,1,1,19
1167,1167,350000.0,215.0,11.0,0,1,88
1168,1168,170000.0,178.0,5.0,0,0,14
1169,1169,510000.0,220.0,5.0,0,1,92
1170,1170,350000.0,141.0,6.0,0,1,92
1171,1171,85000.0,80.0,5.0,1,1,71
1172,1172,250000.0,100.0,8.0,1,1,73
1173,1173,130000.0,105.0,16.0,0,1,48
1174,1174,900000.0,286.0,13.0,0,1,73
1175,1175,70000.0,70.0,10.0,0,0,19
1176,1176,145000.0,110.0,10.0,0,1,88
1177,1177,220000.0,80.0,2.0,1,1,41
1178,1178,215000.0,97.0,5.0,0,1,56
1179,1179,85000.0,45.0,3.0,1,1,37
1180,1180,319000.0,208.0,12.0,0,1,83
1181,1181,206000.0,206.0,9.0,0,0,75
1182,1182,220000.0,140.0,3.0,0,1,27
1183,1183,205000.0,130.0,4.0,0,1,27
1184,1184,122000.0,100.0,3.0,1,1,65
1185,1185,210000.0,156.0,16.0,0,1,92
1186,1186,155000.0,160.0,18.0,0,1,82
1187,1187,269000.0,110.0,10.0,0,0,30
1188,1188,255000.0,145.0,7.0,0,1,34
1189,1189,125000.0,105.0,16.0,0,1,31
1190,1190,120000.0,70.0,4.0,1,1,24
1191,1191,182500.0,156.0,7.0,0,0,30
1192,1192,215000.0,162.0,14.0,0,0,50
1193,1193,170000.0,90.0,9.0,1,1,70
1194,1194,105000.0,68.0,8.0,0,0,50
